INV,INVOICE,C/CODE,CUSTOMER  NAME,CUSTOMER ADDRESS,ITEM,ITEMS NAME,CTN RATE,QUANTITY,,T/O,NET VALUE
2589,30-Jul-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,26390,0,4,0,1624
2589,30-Jul-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804
2589,30-Jul-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,0,1544
2589,30-Jul-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,4,0,1936
2590,30-Jul-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2590,30-Jul-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2590,30-Jul-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968
2590,30-Jul-22,8892,KHYBER BAKERS & SWEETS,HASTHNAGRI,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2591,30-Jul-22,2077,USAMA STORE,Gul Bahar,1760,DEEN'S MOZARELLA 200GM,29315,0,6,0,2706
2591,30-Jul-22,2077,USAMA STORE,Gul Bahar,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2592,30-Jul-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,26390,0,1,0,406
2592,30-Jul-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804
2592,30-Jul-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,1,0,484
2592,30-Jul-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2593,30-Jul-22,9342,FAMILY MART,DALAZAK ROAD,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218
2593,30-Jul-22,9342,FAMILY MART,DALAZAK ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,1,0,451
2593,30-Jul-22,9342,FAMILY MART,DALAZAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,3,0,1452
2593,30-Jul-22,9342,FAMILY MART,DALAZAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2594,30-Jul-22,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2594,30-Jul-22,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2595,30-Jul-22,2111,MILOY,PHASE 5 HAYATABAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2595,30-Jul-22,2111,MILOY,PHASE 5 HAYATABAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2596,30-Jul-22,8945,EURO FOOD,HAYATABAD IND,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2597,30-Jul-22,8907,INSAF FAST FOOD,BILAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,4,0,9020
2597,30-Jul-22,8907,INSAF FAST FOOD,BILAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,4,0,10340
2598,30-Jul-22,3466,FOOD DISTRICT,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2598,30-Jul-22,3466,FOOD DISTRICT,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2599,01-Aug-22,2369,SHABIR G/S,FAQERA ABAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2599,01-Aug-22,2369,SHABIR G/S,FAQERA ABAD,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100
2600,01-Aug-22,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2600,01-Aug-22,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2601,01-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2602,01-Aug-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,3,0,1452
2602,01-Aug-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2603,01-Aug-22,6467,FOOD DISTRICT,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2603,01-Aug-22,6467,FOOD DISTRICT,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2604,01-Aug-22,8945,EURO FOOD,HAYATABAD IND,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2605,02-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,5,0,5000,107750
2605,02-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,5,0,5000,124250
2606,02-Aug-22,9306,DIL PASAND,BANGHASH MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2606,02-Aug-22,9306,DIL PASAND,BANGHASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,4,0,1936
2606,02-Aug-22,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2607,02-Aug-22,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2608,02-Aug-22,2023,ARYANA S/S,Nawab Market,1758,DEEN'S CHEDDAR 200GM,26390,0,4,0,1624
2608,02-Aug-22,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2608,02-Aug-22,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968
2608,02-Aug-22,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2609,02-Aug-22,2206,INSAF SUPER STORE,NAWAB MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2609,02-Aug-22,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2609,02-Aug-22,2206,INSAF SUPER STORE,NAWAB MARKET,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968
2609,02-Aug-22,2206,INSAF SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2610,02-Aug-22,2148,FRIENDS SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2611,02-Aug-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2611,02-Aug-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2611,02-Aug-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,4,0,1936
2611,02-Aug-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2612,02-Aug-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,29315,0,4,54,1750
2612,02-Aug-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,29,939
2612,02-Aug-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,46,1498
2613,02-Aug-22,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2613,02-Aug-22,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755
2614,03-Aug-22,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804
2614,03-Aug-22,6544,CHATRAL,CAMPUS,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2615,03-Aug-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2616,03-Aug-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2617,03-Aug-22,2380,NOOR BAKER'S,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2618,03-Aug-22,8907,INSAF FAST FOOD,BILAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2618,03-Aug-22,8907,INSAF FAST FOOD,BILAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2619,04-Aug-22,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2619,04-Aug-22,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755
2620,04-Aug-22,2007,FAISAL STORE,Yousaf Zai Market,1760,DEEN'S MOZARELLA 200GM,29315,0,6,0,2706
2620,04-Aug-22,2007,FAISAL STORE,Yousaf Zai Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,8,0,3088
2621,04-Aug-22,9266,CONTINANTAL,,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2621,04-Aug-22,9266,CONTINANTAL,,1763,DEEN'S SLICE CHEESE 200GM,30880,0,1,0,386
2622,04-Aug-22,9377,WALL MART S/S,MOHAMMAD ZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2623,04-Aug-22,2139,INSPIRE MALL,,1758,DEEN'S CHEDDAR 200GM,26390,0,4,0,1624
2623,04-Aug-22,2139,INSPIRE MALL,,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804
2623,04-Aug-22,2139,INSPIRE MALL,,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,4,0,1936
2623,04-Aug-22,2139,INSPIRE MALL,,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,0,1544
2623,04-Aug-22,2139,INSPIRE MALL,,1759,DEEN'S CHEDDAR 400GM,27072,0,1,0,752
2623,04-Aug-22,2139,INSPIRE MALL,,1761,DEEN'S MOZARELLA 400GM,30600,0,1,0,850
2624,05-Aug-22,2063,QURESHI G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,29315,0,24,541,10283
2624,05-Aug-22,2063,QURESHI G/S,Saddar Cantt Peshawar,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,115,2201
2625,05-Aug-22,3483,PICK IN SAVE,KHYBER SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,6,0,2436
2625,05-Aug-22,3483,PICK IN SAVE,KHYBER SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,6,0,2706
2625,05-Aug-22,3483,PICK IN SAVE,KHYBER SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,8,0,3088
2626,05-Aug-22,2119,ZARI MART,GULBERG,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2626,05-Aug-22,2119,ZARI MART,GULBERG,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968
2626,05-Aug-22,2119,ZARI MART,GULBERG,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,0,1544
2627,05-Aug-22,3464,DAY & NIGHT,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2627,05-Aug-22,3464,DAY & NIGHT,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2628,05-Aug-22,3466,FOOD DISTRICT,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2628,05-Aug-22,3466,FOOD DISTRICT,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2629,05-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2629,05-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2629,05-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100
2630,06-Aug-22,6544,CHATRAL,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968
2630,06-Aug-22,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,0,1544
2631,06-Aug-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2631,06-Aug-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804
2632,06-Aug-22,3467,IQRA SWEET & BAKERS,CAMPUS,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2633,06-Aug-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2633,06-Aug-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,0,1544
2634,06-Aug-22,3449,JAN'S DAILY,TOWN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,10,0,0,225500
2635,06-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,5,0,5000,107750
2635,06-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,5,0,5000,124250
2636,07-Aug-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,6,135,2571
2636,07-Aug-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,115,2201
2637,07-Aug-22,2369,SHABIR G/S,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2637,07-Aug-22,2369,SHABIR G/S,FAQERA ABAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2638,07-Aug-22,2056,PESHAWRI G/S,Warsak Road,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2638,07-Aug-22,2056,PESHAWRI G/S,Warsak Road,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2639,07-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2639,07-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2639,07-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2639,07-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2639,07-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100
2640,07-Aug-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,4,0,1544
2641,07-Aug-22,9927,RIYAN GENERAL STORE,DEFENCE,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2641,07-Aug-22,9927,RIYAN GENERAL STORE,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2642,07-Aug-22,2019,MANSOOR G/S,Defence Market,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2642,07-Aug-22,2019,MANSOOR G/S,Defence Market,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2642,07-Aug-22,2019,MANSOOR G/S,Defence Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,1,0,386
2642,07-Aug-22,2019,MANSOOR G/S,Defence Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2643,07-Aug-22,2388,BABA GENERAL STORE,JAVED TOWN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2643,07-Aug-22,2388,BABA GENERAL STORE,JAVED TOWN,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2644,07-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2644,07-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755
2645,10-Aug-22,2313,YOUNAS GENERAL STORE,GUL BERG 2,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2645,10-Aug-22,2313,YOUNAS GENERAL STORE,GUL BERG 2,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2646,10-Aug-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2647,10-Aug-22,2023,ARYANA S/S,Nawab Market,1758,DEEN'S CHEDDAR 200GM,26390,0,4,0,1624
2647,10-Aug-22,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2647,10-Aug-22,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2648,10-Aug-22,9306,DIL PASAND,BANGHASH MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,6,0,2436
2648,10-Aug-22,9306,DIL PASAND,BANGHASH MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804
2648,10-Aug-22,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2649,10-Aug-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2650,10-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2650,10-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2651,10-Aug-22,6544,CHATRAL,CAMPUS,1758,DEEN'S CHEDDAR 200GM,26390,0,6,0,2436
2651,10-Aug-22,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,29315,0,6,0,2706
2651,10-Aug-22,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2652,11-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,2,0,2000,43100
2652,11-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,2,0,2000,49700
2653,11-Aug-22,2136,MOHMAND G/S,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2654,11-Aug-22,2110,ATTIQ MEDICOS,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,1,0,406
2654,11-Aug-22,2110,ATTIQ MEDICOS,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2654,11-Aug-22,2110,ATTIQ MEDICOS,SUPER MARKET,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,4,0,1936
2655,11-Aug-22,9266,CONTINANTAL,,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2655,11-Aug-22,9266,CONTINANTAL,,1763,DEEN'S SLICE CHEESE 200GM,30880,0,1,0,386
2656,11-Aug-22,9377,WALL MART S/S,MOHAMMAD ZAI MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,6,0,2436
2656,11-Aug-22,9377,WALL MART S/S,MOHAMMAD ZAI MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,6,0,2706
2657,11-Aug-22,2011,ADNAN SUPER STORE,Bismillah Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316
2658,11-Aug-22,9953,SULTAN & BROTHER,MARDAN,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2658,11-Aug-22,9953,SULTAN & BROTHER,MARDAN,1760,DEEN'S MOZARELLA 200GM,29315,0,2,305,597
2658,11-Aug-22,9953,SULTAN & BROTHER,MARDAN,1759,DEEN'S CHEDDAR 400GM,27072,0,1,0,752
2658,11-Aug-22,9953,SULTAN & BROTHER,MARDAN,1761,DEEN'S MOZARELLA 400GM,30600,0,2,0,1700
2658,11-Aug-22,9953,SULTAN & BROTHER,MARDAN,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,4,0,1936
2659,12-Aug-22,3464,DAY & NIGHT,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2660,12-Aug-22,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2660,12-Aug-22,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2661,12-Aug-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218
2661,12-Aug-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2662,12-Aug-22,3483,PICK IN SAVE,KHYBER SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218
2662,12-Aug-22,3483,PICK IN SAVE,KHYBER SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2662,12-Aug-22,3483,PICK IN SAVE,KHYBER SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158
2663,12-Aug-22,3445,FOOD DISTRICT,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2663,12-Aug-22,3445,FOOD DISTRICT,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2664,12-Aug-22,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2664,12-Aug-22,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755
2665,12-Aug-22,2032,PASHA JUICE,Nasir Bagh,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,-50,1150
2666,12-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2666,12-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2667,13-Aug-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218
2667,13-Aug-22,6511,USMAN GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2668,13-Aug-22,9919,H F C,NOWSHEHRA,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100
2669,13-Aug-22,9260,MOHIB & SONS 0333.5326668,NOWSHEHRA,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,6,0,13530
2670,13-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,5,0,5000,107750
2670,13-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,5,0,5000,124250
2671,15-Aug-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,6,135,2571
2671,15-Aug-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,115,2201
2672,15-Aug-22,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2673,15-Aug-22,2369,SHABIR G/S,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812
2673,15-Aug-22,2369,SHABIR G/S,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2674,15-Aug-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2675,15-Aug-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218
2675,15-Aug-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353
2676,15-Aug-22,2019,MANSOOR G/S,Defence Market,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902
2676,15-Aug-22,2019,MANSOOR G/S,Defence Market,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772
2677,15-Aug-22,3466,FOOD DISTRICT,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510
2677,15-Aug-22,3466,FOOD DISTRICT,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170
2678,15-Aug-22,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765
2678,15-Aug-22,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755
2679,15-Aug-22,2313,YOUNAS GENERAL STORE,GUL BERG 2,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100
2680,15-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255
2680,15-Aug-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585
2681,15-Aug-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,5,0,5000,107750
