No,Date,C/code,Customer_name,Customer_address,Item_code,Product_name,Orignal_price,CTN,PCS,Total_discount,Discount_price,PCS_in_CTN,Price_per_PCS,Discount_per_piece,Month,Price Range,Has_Discount
2267,2022-06-07,9306,DIL PASAND,BANGHASH MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,6,Low,0
2267,2022-06-07,9306,DIL PASAND,BANGHASH MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,6,Low,0
2267,2022-06-07,9306,DIL PASAND,BANGHASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2267,2022-06-07,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,6,Low,0
2268,2022-06-07,2368,PIALI,HAYATABAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,5,340,10750,10,2218.0,68.0,6,Low,1
2269,2022-06-07,8945,EURO FOOD,HAYATABAD IND,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,4,160,6600,10,1690.0,40.0,6,Low,1
2270,2022-06-07,8907,INSAF FAST FOOD,BILAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,5,450,8000,10,1690.0,90.0,6,Low,1
2270,2022-06-07,8907,INSAF FAST FOOD,BILAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,5,590,10500,10,2218.0,118.0,6,Low,1
2271,2022-06-08,2034,ALYANZ SUPER STORE,Askari 6,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190,72,329.5138888888889,0.0,6,Low,0
2271,2022-06-08,2034,ALYANZ SUPER STORE,Askari 6,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640,72,370.1388888888889,0.0,6,Low,0
2271,2022-06-08,2034,ALYANZ SUPER STORE,Askari 6,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,4,0,1740,72,392.7083333333333,0.0,6,Low,0
2271,2022-06-08,2034,ALYANZ SUPER STORE,Askari 6,1763,DEEN'S SLICE CHEESE 200GM,28000,0,5,0,1750,80,350.0,0.0,6,Low,0
2272,2022-06-08,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,6,Low,0
2272,2022-06-08,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,26650,0,1,0,410,72,370.1388888888889,0.0,6,Low,0
2272,2022-06-08,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,1,0,350,80,350.0,0.0,6,Low,0
2273,2022-06-08,2380,NOOR BAKER'S,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640,72,370.1388888888889,0.0,6,Low,0
2273,2022-06-08,2380,NOOR BAKER'S,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,4,0,1400,80,350.0,0.0,6,Low,0
2274,2022-06-08,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,3,270,4800,10,1690.0,90.0,6,Low,1
2274,2022-06-08,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,3,354,6300,10,2218.0,118.0,6,Low,1
2275,2022-06-09,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,2,100,3280,10,1690.0,50.0,6,Low,1
2275,2022-06-09,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,2,96,4340,10,2218.0,48.0,6,Low,1
2276,2022-06-09,2009,HIDAYAT G/S,Rohela Market,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2276,2022-06-09,2009,HIDAYAT G/S,Rohela Market,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,6,Low,0
2277,2022-06-09,2268,QARI AYAZ,Rohela Market,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,6,Low,0
2278,2022-06-09,2007,FAISAL STORE,Yousaf Zai Market,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190,72,329.5138888888889,0.0,6,Low,0
2278,2022-06-09,2007,FAISAL STORE,Yousaf Zai Market,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460,72,370.1388888888889,0.0,6,Low,0
2279,2022-06-09,2353,AJMAL GENERAL STORE,BILAL MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,4,0,1740,72,392.7083333333333,0.0,6,Low,0
2280,2022-06-09,2110,ATTIQ MEDICOS,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,1,0,365,72,329.5138888888889,0.0,6,Low,0
2280,2022-06-09,2110,ATTIQ MEDICOS,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,6,Low,0
2280,2022-06-09,2110,ATTIQ MEDICOS,SUPER MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2281,2022-06-09,8948,SHAMA G/S,HAYATABAD,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,6,Low,0
2281,2022-06-09,8948,SHAMA G/S,HAYATABAD,1760,DEEN'S MOZARELLA 200GM,26650,0,1,0,410,72,370.1388888888889,0.0,6,Low,0
2281,2022-06-09,8948,SHAMA G/S,HAYATABAD,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2281,2022-06-09,8948,SHAMA G/S,HAYATABAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,6,Low,0
2282,2022-06-09,9336,LALAZAR G/S,LALAZAR MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,6,Low,0
2282,2022-06-09,9336,LALAZAR G/S,LALAZAR MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,6,Low,0
2282,2022-06-09,9336,LALAZAR G/S,LALAZAR MARKET,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2282,2022-06-09,9336,LALAZAR G/S,LALAZAR MARKET,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,6,Low,0
2283,2022-06-09,2161,SAMI GENERAL STORE,JAMAL UD DIN MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,6,Low,0
2283,2022-06-09,2161,SAMI GENERAL STORE,JAMAL UD DIN MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,2,0,820,72,370.1388888888889,0.0,6,Low,0
2284,2022-06-09,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,3,270,4800,10,1690.0,90.0,6,Low,1
2284,2022-06-09,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,3,354,6300,10,2218.0,118.0,6,Low,1
2285,2022-06-09,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,2,180,3200,10,1690.0,90.0,6,Low,1
2285,2022-06-09,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,2,236,4200,10,2218.0,118.0,6,Low,1
2286,2022-06-09,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,5,50,9500,75000,10,1690.0,190.0,6,Medium,1
2286,2022-06-09,2069,CHIEF BURGER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,5,50,10900,100000,10,2218.0,218.0,6,Medium,1
2287,2022-06-10,9030,CAFE 24,RASHAQAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,1,10,800,26240,10,1690.0,80.0,6,Low,1
2287,2022-06-10,9030,CAFE 24,RASHAQAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,8,384,17360,10,2218.0,48.0,6,Low,1
2288,2022-06-10,8931,4 SEASON,SADAR,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,6,Low,0
2288,2022-06-10,8931,4 SEASON,SADAR,1760,DEEN'S MOZARELLA 200GM,26650,0,6,0,2460,72,370.1388888888889,0.0,6,Low,0
2288,2022-06-10,8931,4 SEASON,SADAR,1763,DEEN'S SLICE CHEESE 200GM,28000,0,6,0,2100,80,350.0,0.0,6,Low,0
2288,2022-06-10,8931,4 SEASON,SADAR,1761,DEEN'S MOZARELLA 400GM,27540,0,4,0,3060,36,765.0,0.0,6,Low,0
2289,2022-06-10,2190,RAFAY FAMILY MART,swati phattak,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,0,990,16,990.0,0.0,6,Low,0
2290,2022-06-10,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050,80,350.0,0.0,6,Low,0
2291,2022-06-10,2119,ZARI MART,GULBERG,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435,72,392.7083333333333,0.0,6,Low,0
2291,2022-06-10,2119,ZARI MART,GULBERG,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,6,Low,0
2292,2022-06-10,3483,PICK IN SAVE,KHYBER SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,23725,0,6,0,2190,72,329.5138888888889,0.0,6,Low,0
2292,2022-06-10,3483,PICK IN SAVE,KHYBER SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,6,Low,0
2293,2022-06-10,2063,QURESHI G/S,Saddar Cantt Peshawar,1758,DEEN'S CHEDDAR 200GM,23725,0,12,219,4161,72,329.5138888888889,18.25,6,Low,1
2293,2022-06-10,2063,QURESHI G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,26650,0,12,246,4674,72,370.1388888888889,20.5,6,Low,1
2294,2022-06-10,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,6,Low,0
2294,2022-06-10,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1760,DEEN'S MOZARELLA 200GM,26650,0,4,0,1640,72,370.1388888888889,0.0,6,Low,0
2294,2022-06-10,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435,72,392.7083333333333,0.0,6,Low,0
2295,2022-06-10,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,2,180,3200,10,1690.0,90.0,6,Low,1
2295,2022-06-10,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,2,236,4200,10,2218.0,118.0,6,Low,1
2296,2022-06-10,2038,TAROON SHADI HALL,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,1,90,1600,10,1690.0,90.0,6,Low,1
2296,2022-06-10,2038,TAROON SHADI HALL,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,1,88,2130,10,2218.0,88.0,6,Low,1
2297,2022-06-10,8962,MR COD TOWN,UNIVERSITY TOWN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,1,10,600,24750,10,1690.0,60.0,6,Low,1
2297,2022-06-10,8962,MR COD TOWN,UNIVERSITY TOWN,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,3,30,1440,65100,10,2218.0,48.0,6,Medium,1
2297,2022-06-10,8962,MR COD TOWN,UNIVERSITY TOWN,1772,DEEN SLICE CHEESE 1 KG,15840,0,4,0,3960,16,990.0,0.0,6,Low,0
2298,2022-06-10,9371,MR COD HAYATABAD,HAYATABAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,1,10,600,24750,10,1690.0,60.0,6,Low,1
2298,2022-06-10,9371,MR COD HAYATABAD,HAYATABAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,3,30,1440,65100,10,2218.0,48.0,6,Medium,1
2298,2022-06-10,9371,MR COD HAYATABAD,HAYATABAD,1772,DEEN SLICE CHEESE 1 KG,15840,0,4,0,3960,16,990.0,0.0,6,Low,0
2299,2022-06-10,9331,MR COD GULBAHAR,GULBAHAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,5,200,8250,10,1690.0,40.0,6,Low,1
2299,2022-06-10,9331,MR COD GULBAHAR,GULBAHAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,1,10,480,21700,10,2218.0,48.0,6,Low,1
2299,2022-06-10,9331,MR COD GULBAHAR,GULBAHAR,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,0,1980,16,990.0,0.0,6,Low,0
2300,2022-06-10,9947,OTIMO,RISALPOOR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,3,120,4950,10,1690.0,40.0,6,Low,1
2300,2022-06-10,9947,OTIMO,RISALPOOR,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,3,144,6510,10,2218.0,48.0,6,Low,1
2301,2022-06-11,6511,USMAN GENERAL STORE,FAQERA ABAD,1763,DEEN'S SLICE CHEESE 200GM,28000,0,3,0,1050,80,350.0,0.0,6,Low,0
2301,2022-06-11,6511,USMAN GENERAL STORE,FAQERA ABAD,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,30,960,16,990.0,30.0,6,Low,1
2302,2022-06-11,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,6,Low,0
2302,2022-06-11,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,6,Low,0
2302,2022-06-11,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,1,0,435,72,392.7083333333333,0.0,6,Low,0
2302,2022-06-11,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,6,Low,0
2303,2022-06-11,9342,FAMILY MART,DALAZAK ROAD,1758,DEEN'S CHEDDAR 200GM,23725,0,2,0,730,72,329.5138888888889,0.0,6,Low,0
2303,2022-06-11,9342,FAMILY MART,DALAZAK ROAD,1760,DEEN'S MOZARELLA 200GM,26650,0,3,0,1230,72,370.1388888888889,0.0,6,Low,0
2303,2022-06-11,9342,FAMILY MART,DALAZAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2304,2022-06-11,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,23725,0,3,0,1095,72,329.5138888888889,0.0,6,Low,0
2304,2022-06-11,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,26650,0,1,0,410,72,370.1388888888889,0.0,6,Low,0
2304,2022-06-11,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,28275,0,2,0,870,72,392.7083333333333,0.0,6,Low,0
2304,2022-06-11,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1763,DEEN'S SLICE CHEESE 200GM,28000,0,2,0,700,80,350.0,0.0,6,Low,0
2305,2022-06-11,2038,TAROON SHADI HALL,PESHAWAR UNIVERSITY,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,1,90,1600,10,1690.0,90.0,6,Low,1
2305,2022-06-11,2038,TAROON SHADI HALL,PESHAWAR UNIVERSITY,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,1,118,2100,10,2218.0,118.0,6,Low,1
2306,2022-06-11,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,6,540,9600,10,1690.0,90.0,6,Low,1
2306,2022-06-11,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,6,708,12600,10,2218.0,118.0,6,Low,1
2307,2022-06-11,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,16900,0,2,180,3200,10,1690.0,90.0,6,Low,1
2307,2022-06-11,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,22180,0,2,236,4200,10,2218.0,118.0,6,Low,1
2308,2022-06-13,3445,FOOD DISTRICT,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,3,0,6765,10,2255.0,0.0,6,Low,0
2308,2022-06-13,3445,FOOD DISTRICT,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755,10,2585.0,0.0,6,Low,0
2309,2022-06-13,2092,HAROON TD,SITARA MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170,10,2585.0,0.0,6,Low,0
2310,2022-06-13,8907,INSAF FAST FOOD,BILAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,5,0,11275,10,2255.0,0.0,6,Low,0
2310,2022-06-13,8907,INSAF FAST FOOD,BILAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,5,0,12925,10,2585.0,0.0,6,Low,0
2311,2022-06-14,3399,MARINA FAST FOOD,skha koat,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,1,0,2255,10,2255.0,0.0,6,Low,0
2311,2022-06-14,3399,MARINA FAST FOOD,skha koat,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,1,0,2585,10,2585.0,0.0,6,Low,0
2311,2022-06-14,3399,MARINA FAST FOOD,skha koat,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100,16,1100.0,0.0,6,Low,0
2312,2022-06-14,2014,LALAZAR G/S,Bangash Market,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218,72,366.52777777777777,0.0,6,Low,0
2312,2022-06-14,2014,LALAZAR G/S,Bangash Market,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353,72,407.15277777777777,0.0,6,Low,0
2313,2022-06-14,9415,ASAD G/S,BANGASH MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812,72,366.52777777777777,0.0,6,Low,0
2313,2022-06-14,9415,ASAD G/S,BANGASH MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902,72,407.15277777777777,0.0,6,Low,0
2313,2022-06-14,9415,ASAD G/S,BANGASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968,72,436.94444444444446,0.0,6,Low,0
2313,2022-06-14,9415,ASAD G/S,BANGASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772,80,386.0,0.0,6,Low,0
2314,2022-06-14,2148,FRIENDS SUPER STORE,NAWAB MARKET,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968,72,436.94444444444446,0.0,6,Low,0
2314,2022-06-14,2148,FRIENDS SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772,80,386.0,0.0,6,Low,0
2315,2022-06-14,2206,INSAF SUPER STORE,NAWAB MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,1,0,406,72,366.52777777777777,0.0,6,Low,0
2315,2022-06-14,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,29315,0,1,0,451,72,407.15277777777777,0.0,6,Low,0
2316,2022-06-14,2023,ARYANA S/S,Nawab Market,1758,DEEN'S CHEDDAR 200GM,26390,0,3,0,1218,72,366.52777777777777,0.0,6,Low,0
2317,2022-06-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812,72,366.52777777777777,0.0,6,Low,0
2317,2022-06-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902,72,407.15277777777777,0.0,6,Low,0
2317,2022-06-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968,72,436.94444444444446,0.0,6,Low,0
2317,2022-06-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772,80,386.0,0.0,6,Low,0
2318,2022-06-14,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510,10,2255.0,0.0,6,Low,0
2318,2022-06-14,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170,10,2585.0,0.0,6,Low,0
2319,2022-06-15,9371,MR COD HAYATABAD,HAYATABAD,1759,DEEN'S CHEDDAR 400GM,27072,0,35,10535,15785,36,752.0,301.0,6,Low,1
2319,2022-06-15,9371,MR COD HAYATABAD,HAYATABAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,2,20,0,51700,10,2585.0,0.0,6,Low,0
2320,2022-06-15,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510,10,2255.0,0.0,6,Low,0
2320,2022-06-15,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170,10,2585.0,0.0,6,Low,0
2321,2022-06-15,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,2,0,4510,10,2255.0,0.0,6,Low,0
2321,2022-06-15,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170,10,2585.0,0.0,6,Low,0
2322,2022-06-15,8945,EURO FOOD,HAYATABAD IND,1770,DEEN'S CHADDER CHEESE BLOCK 2K,22550,0,4,0,9020,10,2255.0,0.0,6,Low,0
2323,2022-06-15,9371,MR COD HAYATABAD,HAYATABAD,1772,DEEN SLICE CHEESE 1 KG,17600,0,1,0,1100,16,1100.0,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1758,DEEN'S CHEDDAR 200GM,26390,0,4,0,1624,72,366.52777777777777,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1759,DEEN'S CHEDDAR 400GM,27072,0,2,0,1504,36,752.0,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,29315,0,4,0,1804,72,407.15277777777777,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1761,DEEN'S MOZARELLA 400GM,30600,0,2,0,1700,36,850.0,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968,72,436.94444444444446,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772,80,386.0,0.0,6,Low,0
2324,2022-06-16,2062,SHAHEEN G/S,Saddar Cantt Peshawar,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,2,0,5170,10,2585.0,0.0,6,Low,0
2325,2022-06-16,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,0,2316,80,386.0,0.0,6,Low,0
2326,2022-06-16,2380,NOOR BAKER'S,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812,72,366.52777777777777,0.0,6,Low,0
2326,2022-06-16,2380,NOOR BAKER'S,OLD BARA ROAD,1762,DEEN'S PIZZA CHEESE 200GM,31460,0,2,0,968,72,436.94444444444446,0.0,6,Low,0
2326,2022-06-16,2380,NOOR BAKER'S,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158,80,386.0,0.0,6,Low,0
2327,2022-06-16,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,26390,0,1,0,406,72,366.52777777777777,0.0,6,Low,0
2327,2022-06-16,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,29315,0,3,0,1353,72,407.15277777777777,0.0,6,Low,0
2327,2022-06-16,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158,80,386.0,0.0,6,Low,0
2328,2022-06-16,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,25850,0,3,0,7755,10,2585.0,0.0,6,Low,0
2329,2022-06-17,2063,QURESHI G/S,Saddar Cantt Peshawar,1758,DEEN'S CHEDDAR 200GM,26390,0,12,243,4629,72,366.52777777777777,20.25,6,Low,1
2329,2022-06-17,2063,QURESHI G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,29315,0,6,135,2571,72,407.15277777777777,22.5,6,Low,1
2329,2022-06-17,2063,QURESHI G/S,Saddar Cantt Peshawar,1763,DEEN'S SLICE CHEESE 200GM,30880,0,6,115,2201,80,386.0,19.166666666666668,6,Low,1
2330,2022-06-17,3483,PICK IN SAVE,KHYBER SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,26390,0,6,0,2436,72,366.52777777777777,0.0,6,Low,0
2330,2022-06-17,3483,PICK IN SAVE,KHYBER SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,30880,0,3,0,1158,80,386.0,0.0,6,Low,0
2331,2022-06-17,2218,FAMILY MART,KHYBER SUPER MARKET GULBERG,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812,72,366.52777777777777,0.0,6,Low,0
2331,2022-06-17,2218,FAMILY MART,KHYBER SUPER MARKET GULBERG,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902,72,407.15277777777777,0.0,6,Low,0
2331,2022-06-17,2218,FAMILY MART,KHYBER SUPER MARKET GULBERG,1763,DEEN'S SLICE CHEESE 200GM,30880,0,2,0,772,80,386.0,0.0,6,Low,0
2332,2022-06-17,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1758,DEEN'S CHEDDAR 200GM,26390,0,2,0,812,72,366.52777777777777,0.0,6,Low,0
2332,2022-06-17,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1760,DEEN'S MOZARELLA 200GM,29315,0,2,0,902,72,407.15277777777777,0.0,6,Low,0
